"","uri","marketValue_2010","marketValue_2011","marketValue_2012","marketValue_2013","marketValue_2014","marketValue_2015","marketValue_2016","marketValue_2017","marketValue_2018","marketValue_2019","marketValue_2020","industry","country","organization.image"
"1108","basler-kantonalbank",NA,4550,3837,3036,2628,2359,2072,3009,397,391,366,"Banking","Switzerland","http://images.forbes.com/media/lists/companies/basler-kantonalbank_416x416.jpg"
"1109","aareal-bank",NA,1446,1263,1425,2691,2612,2121,2206,3011,2082,978,"Diversified Financials","Germany","http://images.forbes.com/media/lists/companies/aareal-bank_416x416.jpg"
"1110","ahli-united-bank",NA,4118,3794,3737,4683,4757,4166,5939,4770,7351,6081,"Banking","Bahrain","http://images.forbes.com/media/lists/companies/ahli-united-bank_416x416.jpg"
"1111","iyo-bank",NA,2851,2875,2811,3005,3765,2209,2084,2485,1714,1711,"Banking","Japan","http://images.forbes.com/media/lists/companies/iyo-bank_416x416.jpg"
"1112","pegatron",NA,2551,3312,3301,3487,6967,5494,7509,5885,5157,5803,"Technology Hardware & Equipment","Taiwan","http://images.forbes.com/media/lists/companies/pegatron_416x416.jpg"
"1113","aozora-bank",NA,3634,4647,5057,4732,5817,4238,4087,4746,2869,2109,"Banking","Japan","http://images.forbes.com/media/lists/companies/aozora-bank_416x416.jpg"
"1114","senshu-ikeda-holdings",NA,1836,1706,1283,1078,1150,1098,1149,1100,701,441,"Banking","Japan","http://images.forbes.com/media/lists/companies/senshu-ikeda-holdings_416x416.jpg"
"1115","china-shipbuilding-industry",NA,18950,14824,12110,13215,30545,18184,20388,18638,23033,13483,"Capital Goods","China","http://images.forbes.com/media/lists/companies/china-shipbuilding-industry_416x416.jpg"
"1116","financiere-de-lodet",NA,2162,2648,3156,6002,7342,6283,5410,7608,4362,2725,"Transportation","France","http://images.forbes.com/media/lists/companies/financiere-de-lodet_416x416.jpg"
"1117","bajaj-auto",NA,8789,9928,9919,10003,9480,10964,12765,12111,12781,10126,"Consumer Durables","India","http://images.forbes.com/media/lists/companies/bajaj-auto_416x416.jpg"
"1118","lundbergs",NA,4644,4225,5250,5909,5790,6652,8142,8745,8211,10466,"Diversified Financials","Sweden","http://images.forbes.com/media/lists/companies/lundbergs_416x416.jpg"
"1119","ucb",NA,6781,7902,11721,15280,14462,15337,14557,14162,14932,17256,"Drugs & Biotechnology","Belgium","http://images.forbes.com/media/lists/companies/ucb_416x416.jpg"
"1120","pinnacle-west",NA,4738,5137,6254,5981,7134,7942,9400,8744,10562,8661,"Utilities","United States","http://images.forbes.com/media/lists/companies/pinnacle-west_416x416.jpg"
"1121","abu-dhabi-commercial",NA,2986,4799,6051,11198,10313,10979,9765,9656,13591,8402,"Banking","United Arab Emirates","http://images.forbes.com/media/lists/companies/abu-dhabi-commercial_416x416.jpg"
"1122","nanto-bank",NA,1368,1379,1260,1014,933,789,967,878,613,690,"Banking","Japan","http://images.forbes.com/media/lists/companies/nanto-bank_416x416.jpg"
"1123","world-fuel-services",NA,2682,3017,2856,3214,4148,3542,2483,1533,2067,1638,"Trading Companies","United States","http://images.forbes.com/media/lists/companies/world-fuel-services_416x416.jpg"
"1124","bank-of-nanjing",NA,4958,4287,4434,3721,7256,8320,10460,11583,11525,10912,"Banking","China","http://images.forbes.com/media/lists/companies/bank-of-nanjing_416x416.jpg"
"1125","oriental-land",NA,8661,9382,13288,13723,28631,25737,19636,34183,36539,41881,"Media","Japan","http://images.forbes.com/media/lists/companies/oriental-land_416x416.jpg"
"1126","juroku-bank",NA,1197,1314,1517,1321,1379,1187,1171,975,772,663,"Banking","Japan","http://images.forbes.com/media/lists/companies/juroku-bank_416x416.jpg"
"1127","e-trade-financial",NA,3429,3154,3054,6849,8135,7307,9582,16993,12536,8976,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/e-trade-financial_416x416.jpg"
"1128","shiga-bank",NA,1400,1606,1645,1434,1286,1165,1335,1340,1229,1213,"Banking","Japan","http://images.forbes.com/media/lists/companies/shiga-bank_416x416.jpg"
"1129","orient",NA,932,736,1893,1585,1310,3616,3041,2512,1780,2032,"Business Services & Supplies","Japan","http://images.forbes.com/media/lists/companies/orient_416x416.jpg"
"1130","brenntag",NA,5096,5978,7701,9591,9573,8819,8820,9238,8375,6970,"Trading Companies","Germany","http://images.forbes.com/media/lists/companies/brenntag_416x416.jpg"
"1131","first-republic-bank",NA,3627,4469,5000,7277,8077,10328,14190,15760,17075,17864,"Banking","United States","http://images.forbes.com/media/lists/companies/first-republic-bank_416x416.jpg"
"1132","yuanta-financial-holding",NA,5601,5767,5139,5032,5050,3992,5152,5679,6755,6711,"Diversified Financials","Taiwan","http://images.forbes.com/media/lists/companies/yuanta-financial-holding_416x416.jpg"
"1133","hyakugo-bank",NA,1128,1187,1214,1036,1186,1004,994,1183,819,743,"Banking","Japan","http://images.forbes.com/media/lists/companies/hyakugo-bank_416x416.jpg"
"1134","jyske-bank",NA,2694,2419,2557,4131,4127,4041,4788,4935,3405,2022,"Banking","Denmark","http://images.forbes.com/media/lists/companies/jyske-bank_416x416.jpg"
"1135","bendigo-adelaide-bank",NA,3226,3110,4395,4300,4330,3328,4223,3942,3523,2273,"Banking","Australia","http://images.forbes.com/media/lists/companies/bendigo-adelaide-bank_416x416.jpg"
"1136","gemdale",NA,4455,4088,4318,4971,8116,8422,7347,8075,8753,8598,"Construction","China","http://images.forbes.com/media/lists/companies/gemdale_416x416.jpg"
"1137","meiji-holdings",NA,3355,3275,3319,4487,9848,12075,12671,11468,11265,10134,"Food, Drink & Tobacco","Japan","http://images.forbes.com/media/lists/companies/meiji-holdings_416x416.jpg"
"1138","sun-pharma-industries",NA,9627,11247,15958,19884,38960,29666,24870,16823,15988,14852,"Drugs & Biotechnology","India","http://images.forbes.com/media/lists/companies/sun-pharma-industries_416x416.jpg"
"1139","abu-dhabi-islamic-bank",NA,1957,2202,2395,4800,5492,3760,3398,3295,4796,3550,"Banking","United Arab Emirates","http://images.forbes.com/media/lists/companies/abu-dhabi-islamic-bank_416x416.jpg"
"1140","cbre-group",NA,8834,6831,8243,9179,12959,10201,11130,15981,17059,14433,"Construction","United States","http://images.forbes.com/media/lists/companies/cbre-group_416x416.jpg"
"1141","nvidia",NA,10487,8994,7786,10337,11912,19751,59094,154509,113362,179017,"Semiconductors","United States","http://images.forbes.com/media/lists/companies/nvidia_416x416.jpg"
"1142","ogaki-kyoritsu-bank",NA,1159,1261,1257,970,1158,1132,1166,1079,910,861,"Banking","Japan","http://images.forbes.com/media/lists/companies/ogaki-kyoritsu-bank_416x416.jpg"
"1143","huadian-power-international",NA,2915,3010,4805,3649,9630,7716,6761,5548,6269,3422,"Construction","China","http://images.forbes.com/media/lists/companies/huadian-power-international_416x416.jpg"
"1144","san-in-godo-bank",NA,1219,1297,1405,1074,1318,1084,1208,1510,1055,826,"Banking","Japan","http://images.forbes.com/media/lists/companies/san-in-godo-bank_416x416.jpg"
"1145","huntsman",NA,3974,3347,4567,6040,5367,3625,5914,7560,5789,3748,"Chemicals","United States","http://images.forbes.com/media/lists/companies/huntsman_416x416.jpg"
"1146","hyakujushi-bank",NA,1152,1482,1172,1052,1004,941,961,990,602,531,"Banking","Japan","http://images.forbes.com/media/lists/companies/hyakujushi-bank_416x416.jpg"
"1147","first-pacific",NA,3152,4492,5275,4386,4286,2661,3284,2223,1714,901,"Diversified Financials","Hong Kong","http://images.forbes.com/media/lists/companies/first-pacific_416x416.jpg"
"1148","cj-corporation",NA,1667,2132,3552,3735,4477,5401,4378,4499,3085,1949,"Food, Drink & Tobacco","South Korea","http://images.forbes.com/media/lists/companies/cj-corporation_416x416.jpg"
"1149","popular",NA,3161,2300,2893,3243,3626,3113,4161,4711,5487,3422,"Banking","Puerto Rico","http://images.forbes.com/media/lists/companies/popular_416x416.jpg"
"1150","bok-financial",NA,3570,3935,4248,4936,4226,4066,5005,6781,6235,3641,"Banking","United States","http://images.forbes.com/media/lists/companies/bok-financial_416x416.jpg"
"1151","musashino-bank",NA,1163,1179,1267,1131,1164,918,952,1130,654,426,"Banking","Japan","http://images.forbes.com/media/lists/companies/musashino-bank_416x416.jpg"
"1152","credito-emiliano",NA,2245,1748,1683,3374,2997,2385,2232,2879,1937,1471,"Banking","Italy","http://images.forbes.com/media/lists/companies/credito-emiliano_416x416.jpg"
"1153","taiwan-business-bank",NA,1614,1535,1561,1578,1637,1501,1643,1907,2467,2602,"Banking","Taiwan","http://images.forbes.com/media/lists/companies/taiwan-business-bank_416x416.jpg"
"1154","china-taiping-insurance",NA,4802,3523,3082,4436,10864,7720,8613,13049,11865,6055,"Insurance","Hong Kong","http://images.forbes.com/media/lists/companies/china-taiping-insurance_416x416.jpg"
"1155","salesforce",NA,16802,20746,25848,35874,44202,51887,59699,96987,120857,144945,"IT Software & Services","United States","http://images.forbes.com/media/lists/companies/salesforce_416x416.jpg"
"1156","keiyo-bank",NA,1524,1368,1581,1209,1619,1073,1116,1232,790,643,"Banking","Japan","http://images.forbes.com/media/lists/companies/keiyo-bank_416x416.jpg"
"1157","raymond-james-financial",NA,4696,5057,6669,7823,8140,7617,10894,13676,12579,9182,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/raymond-james-financial_416x416.jpg"
"1158","american-water-works",NA,4810,5939,7143,8071,9927,12320,13845,14863,18900,22028,"Utilities","United States","http://images.forbes.com/media/lists/companies/american-water-works_416x416.jpg"
"1159","banca-popolare-di-sondrio",NA,2552,2409,1844,2216,2177,1695,1548,2099,1302,713,"Banking","Italy","http://images.forbes.com/media/lists/companies/banca-popolare-di-sondrio_416x416.jpg"
"1160","dassault-systemes",NA,9014,10462,14223,14807,17419,20218,22160,34569,39203,37791,"IT Software & Services","France","http://images.forbes.com/media/lists/companies/dassault-systemes_416x416.jpg"
"1161","sinopac-financial",NA,3030,2709,3541,3963,3943,3050,3288,3973,4240,4624,"Banking","Taiwan","http://images.forbes.com/media/lists/companies/sinopac-financial_416x416.jpg"
"1162","naver",NA,7295,10045,10441,24308,19271,19013,24043,22137,15171,23487,"IT Software & Services","South Korea","http://images.forbes.com/media/lists/companies/naver_416x416.jpg"
"1163","sekisui-chemical",NA,3975,4714,5546,5321,6791,6731,7792,7984,7447,5852,"Chemicals","Japan","http://images.forbes.com/media/lists/companies/sekisui-chemical_416x416.jpg"
"1164","hokkoku-bank",NA,1200,1277,1275,1103,1107,862,1075,1188,857,816,"Banking","Japan","http://images.forbes.com/media/lists/companies/hokkoku-bank_416x416.jpg"
"1165","inventec",NA,1512,1620,1328,3478,2583,2326,2566,2785,2850,2835,"Technology Hardware & Equipment","Taiwan","http://images.forbes.com/media/lists/companies/inventec_416x416.jpg"
"1166","thai-beverage",NA,5737,6086,12271,12065,14584,13570,17085,15232,15280,12311,"Food, Drink & Tobacco","Thailand","http://images.forbes.com/media/lists/companies/thai-beverage_416x416.jpg"
"1167","hengan-international-group",NA,9549,11883,11942,12866,14964,11385,9211,10642,10471,10612,"Household & Personal Products","China","http://images.forbes.com/media/lists/companies/hengan-international-group_416x416.jpg"
"1168","toho-bank",NA,785,880,806,852,1031,859,912,986,662,594,"Banking","Japan","http://images.forbes.com/media/lists/companies/toho-bank_416x416.jpg"
"1169","novozymes",NA,9057,7860,10984,13789,14875,14448,12197,14438,13226,13799,"Drugs & Biotechnology","Denmark","http://images.forbes.com/media/lists/companies/novozymes_416x416.jpg"
"1170","roper-technologies",NA,8053,9631,12336,13398,17274,18053,21211,28826,36234,35601,"Conglomerates","United States","http://images.forbes.com/media/lists/companies/roper-technologies_416x416.jpg"
"1171","olam-international",NA,4403,4561,3112,4214,3607,3538,3804,5462,4483,3395,"Food, Drink & Tobacco","Singapore","http://images.forbes.com/media/lists/companies/olam-international_416x416.jpg"
"1172","bbmg",NA,8583,5494,4391,4731,8563,6463,8873,6595,6217.1,2713,"Construction","China","http://images.forbes.com/media/lists/companies/bbmg_416x416.jpg"
"1173","cgi-group",NA,5240,5590,8014,9591,13652,14480,14149,17226,19494,15540,"IT Software & Services","Canada","http://images.forbes.com/media/lists/companies/cgi-group_416x416.jpg"
"1174","mizrahi-tefahot-bank",NA,2233,1996,2410,3104,2486,2710,3919,4368,5038,4857,"Banking","Israel","http://images.forbes.com/media/lists/companies/mizrahi-tefahot-bank_416x416.jpg"
"1175","peoples-united-bank",NA,4513,4777,4589,4629,4666,5000,6128,6476,6806,5389,"Banking","United States","http://images.forbes.com/media/lists/companies/peoples-united-financial_416x416.jpg"
"1176","ptt-global-chemical",NA,7068,10413,11261,10067,7510,8203,9481,13413,9846,5235,"Chemicals","Thailand","http://images.forbes.com/media/lists/companies/ptt-global-chemical_416x416.jpg"
"1177","mccormick",NA,6497,6883,9387,9346,9989,11647,12417,14047,20379,20845,"Food, Drink & Tobacco","United States","http://images.forbes.com/media/lists/companies/mccormick_416x416.jpg"
"1178","guangzhou-rf",NA,4204,3998,4817,4570,3379,4562,5391,7775,6794,4410,"Construction","China","http://images.forbes.com/media/lists/companies/guangzhou-rf_416x416.jpg"
"1179","synovus-financial",NA,2002,1648,2236,3394,3735,3946,4971,6407,5739,3094,"Banking","United States","http://images.forbes.com/media/lists/companies/synovus-financial_416x416.jpg"
"1180","esun-financial",NA,2301,2632,2866,3453,4337,4323,5310,7153,8427,10667,"Banking","Taiwan","http://images.forbes.com/media/lists/companies/esun-financial_416x416.jpg"
"1181","hyundai-marine-fire",NA,2139,2577,2335,2548,1842,2574,2414,3182,2703,1708,"Insurance","South Korea","http://images.forbes.com/media/lists/companies/hyundai-marine-fire_416x416.jpg"
"1182","hanwa",NA,915,943,819,782,826,952,1441,1884,1209,658,"Trading Companies","Japan","http://images.forbes.com/media/lists/companies/hanwa_416x416.jpg"
"1183","exor",NA,6686,6066,7136,10082,11410,9075,11944,18291,15884,12655,"Diversified Financials","Netherlands","http://images.forbes.com/media/lists/companies/exor_416x416.jpg"
"1184","fastenal",NA,9114,15419,15069,14794,12154,13182,14530,14894,20351,20748,"Trading Companies","United States","http://images.forbes.com/media/lists/companies/fastenal_416x416.jpg"
"1185","interactive-brokers-group",NA,657,768,709,1208,1986,2570,14263,32813,22793.3,3147,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/interactive-brokers-group_416x416.jpg"
"1186","banque-centrale-populaire",NA,3577,3655,3892,4107,3901,4110,4701,5682,5038,4186,"Banking","Morocco","http://images.forbes.com/media/lists/companies/banque-centrale-populaire_416x416.jpg"
"1187","longfor-group-holdings",NA,7268,7637,8620,7618,8362,8350,10142,17727,21310,29757,"Construction","China","http://images.forbes.com/media/lists/companies/longfor-group-holdings_416x416.jpg"
"1188","luzerner-kantonalbank",NA,2977,2925,3229,3474,3208,3566,3603,4678,3973,3440,"Banking","Switzerland","http://images.forbes.com/media/lists/companies/luzerner-kantonalbank_416x416.jpg"
"1189","fibi-holdings",NA,549,343,517,686,590,514,732,883,1051,1058,"Banking","Israel","http://images.forbes.com/media/lists/companies/fibi-holdings_416x416.jpg"
"1190","unicharm",NA,7176,10404,10617,10685,16778,13340,14474,17598,19423,22024,"Household & Personal Products","Japan","http://images.forbes.com/media/lists/companies/unicharm_416x416.jpg"
"1191","avalonbay-communities",NA,10128,13184,16598,16989,23216,24712,25402,22995,27203,22933,"Diversified Financials","United States","http://images.forbes.com/media/lists/companies/avalonbay-communities_416x416.jpg"
"1192","mashreq-bank",NA,3439,4210,2237,5340,5294,3963,3867,3867,3673,3306,"Banking","United Arab Emirates","http://images.forbes.com/media/lists/companies/mashreq-bank_416x416.jpg"
"1193","american-equity-investment",NA,758,753,944,1702,2263,1339,2086,2591,2584,1924,"Insurance","United States","http://images.forbes.com/media/lists/companies/american-equity-investment_416x416.jpg"
"1194","penske-automotive",NA,1919,2216,3027,3897,4818,3105,3780,4002,3861,2910,"Retailing","United States","http://images.forbes.com/media/lists/companies/penske-automotive_416x416.jpg"
"1195","bunzl",NA,3820,5249,6524,8938,9281,9996,9757,10176,10296,7265,"Trading Companies","United Kingdom","http://images.forbes.com/media/lists/companies/bunzl_416x416.jpg"
"1196","tcl",NA,3004,3003,3438,3491,12287,6772,6427,7041,7700,8878,"Technology Hardware & Equipment","China","http://images.forbes.com/media/lists/companies/tcl_416x416.jpg"
"1197","bank-muscat",NA,2821,2960,3330,4013,3131,2594,2818,2895,3215,2734,"Banking","Oman","http://images.forbes.com/media/lists/companies/bank-muscat_416x416.jpg"
